#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
29049641|2021-12-01T22:34:03.780000|44.423|10.6872|34.1|SURVEY-INGV||||ML|2.8|--|2 km S Prignano sulla Secchia (MO)|earthquake
29050621|2021-12-02T01:40:48.340000|44.4133|10.7288|32.0|SURVEY-INGV||||ML|2.3|--|4 km SE Prignano sulla Secchia (MO)|earthquake
29072061|2021-12-03T07:37:54.440000|44.4192|10.7533|26.0|SURVEY-INGV||||ML|2.8|--|3 km W Serramazzoni (MO)|earthquake
29117631|2021-12-07T22:26:52.280000|44.4218|10.7192|23.3|SURVEY-INGV||||ML|2.1|--|3 km SE Prignano sulla Secchia (MO)|earthquake
29123941|2021-12-08T14:05:39.560000|44.4382|10.6347|34.2|SURVEY-INGV||||ML|2.6|--|4 km W Prignano sulla Secchia (MO)|earthquake
29131111|2021-12-08T22:48:48.750000|44.4233|10.7123|26.7|SURVEY-INGV||||ML|2.4|--|2 km SE Prignano sulla Secchia (MO)|earthquake
29182111|2021-12-14T14:38:47.420000|44.432|10.7437|24.2|SURVEY-INGV||||ML|2.3|--|4 km W Serramazzoni (MO)|earthquake
29184651|2021-12-14T18:11:59.060000|44.4395|10.7325|27.6|SURVEY-INGV||||ML|2.2|--|3 km E Prignano sulla Secchia (MO)|earthquake
29205181|2021-12-17T02:55:57.290000|44.4023|10.6998|31.5|SURVEY-INGV||||ML|2.2|--|4 km S Prignano sulla Secchia (MO)|earthquake
29224411|2021-12-18T09:28:30.750000|44.2513|12.337|10.8|SURVEY-INGV||||ML|2.3|--|2 km SW Cervia (RA)|earthquake
29249451|2021-12-19T18:07:54.070000|43.7253|13.4253|9.2|SURVEY-INGV||||ML|2.6|--|Costa Marchigiana Anconetana (Ancona)|earthquake
29323171|2021-12-26T04:03:31.450000|44.4092|10.7023|34.8|SURVEY-INGV||||ML|2.1|--|3 km SE Prignano sulla Secchia (MO)|earthquake
29325511|2021-12-26T09:02:20.750000|44.4662|7.2528|14.7|SURVEY-INGV||||ML|2.1|--|3 km S San Damiano Macra (CN)|earthquake
29332971|2021-12-27T03:23:08.310000|43.5713|12.3907|7.9|SURVEY-INGV||||ML|2.3|--|3 km W Apecchio (PU)|earthquake
29338301|2021-12-27T16:23:12.210000|44.2052|8.2797|9.3|SURVEY-INGV||||ML|2.4|--|1 km W Calice Ligure (SV)|earthquake
29372931|2022-01-01T05:15:01.540000|44.151|10.8278|13.8|SURVEY-INGV||||ML|2.5|--|5 km W Lizzano in Belvedere (BO)|earthquake
29373001|2022-01-01T05:18:16.640000|44.4317|10.707|28.8|SURVEY-INGV||||ML|2.0|--|1 km E Prignano sulla Secchia (MO)|earthquake
29373191|2022-01-01T06:03:45.690000|44.4708|10.2107|25.0|SURVEY-INGV||||ML|2.0|--|4 km NE Palanzano (PR)|earthquake
29373261|2022-01-01T06:16:13.920000|43.5663|12.4548|8.4|SURVEY-INGV||||ML|2.4|--|3 km E Apecchio (PU)|earthquake
29373341|2022-01-01T06:45:10.500000|44.4155|10.7457|22.7|SURVEY-INGV||||ML|2.0|--|4 km W Serramazzoni (MO)|earthquake
29458661|2022-01-10T07:34:57.100000|43.5312|12.6945|38.1|SURVEY-INGV||||ML|3.0|--|4 km W Frontone (PU)|earthquake
